ID,Study,Male,Adult,enter,exit,event,cause,COD
Santa_AnaM027,Santa_Ana,1,0,59,364,0,Censored,Censored
Santa_AnaM027,Santa_Ana,1,0,0,64,0,Censored,Censored
Santa_AnaM027,Santa_Ana,1,0,197,364,0,Censored,Censored
Santa_AnaM027,Santa_Ana,1,0,0,106,0,Censored,Censored
Santa_AnaM056,Santa_Ana,1,0,292,364,0,Censored,Censored
Santa_AnaM057,Santa_Ana,1,0,16,46,0,Censored,Censored
Santa_AnaM057,Santa_Ana,1,0,95,364,0,Censored,Censored
Santa_AnaM058,Santa_Ana,1,1,19,297,0,Censored,Censored
Santa_AnaM060,Santa_Ana,1,0,103,350,0,Censored,Censored
Santa_AnaM063,Santa_Ana,1,0,326,364,0,Censored,Censored
Santa_AnaM063,Santa_Ana,1,0,0,14,0,Censored,Censored
Santa_AnaM064,Santa_Ana,1,1,109,364,0,Censored,Censored
Santa_AnaM086,Santa_Ana,1,1,318,364,0,Censored,Censored
Santa_AnaM086,Santa_Ana,1,1,0,12,0,Censored,Censored
Santa_AnaM087,Santa_Ana,1,1,345,364,0,Censored,Censored
Santa_AnaM087,Santa_Ana,1,1,0,12,0,Censored,Censored
Santa_AnaM091,Santa_Ana,1,0,57,106,0,Censored,Censored
Santa_AnaM093,Santa_Ana,1,0,57,365,0,Censored,Censored
Santa_AnaM093,Santa_Ana,1,0,0,143,0,Censored,Censored
Santa_AnaM093,Santa_Ana,1,0,51,59,0,Censored,Censored
Santa_AnaM096,Santa_Ana,1,1,110,144,0,Censored,Censored
Santa_AnaM106,Santa_Ana,1,1,48,364,0,Censored,Censored
Santa_AnaM106,Santa_Ana,1,1,0,48,0,Censored,Censored
Santa_AnaM118,Santa_Ana,1,0,314,364,0,Censored,Censored
Santa_AnaM118,Santa_Ana,1,0,0,364,0,Censored,Censored
Santa_AnaM118,Santa_Ana,1,0,0,93,0,Censored,Censored
Santa_AnaM119,Santa_Ana,1,1,317,364,0,Censored,Censored
Santa_AnaM119,Santa_Ana,1,1,0,115,0,Censored,Censored
Santa_AnaM122,Santa_Ana,1,0,49,364,0,Censored,Censored
Santa_AnaM122,Santa_Ana,1,0,0,50,0,Censored,Censored
Santa_AnaM122,Santa_Ana,1,0,107,289,0,Censored,Censored
Santa_AnaFP01,Santa_Ana,0,1,273,364,0,Censored,Censored
Santa_AnaFP02,Santa_Ana,0,1,182,365,0,Censored,Censored
Santa_AnaFP03,Santa_Ana,0,1,335,365,0,Censored,Censored
Santa_AnaFP03,Santa_Ana,0,1,0,304,0,Censored,Censored
LAP001,LA,1,1,199,364,0,Censored,Censored
LAP001,LA,1,1,0,364,0,Censored,Censored
LAP001,LA,1,1,0,365,0,Censored,Censored
LAP001,LA,1,1,0,263,0,Censored,Censored
LAP001,LA,1,1,197,364,0,Censored,Censored
LAP001,LA,1,1,0,185,0,Censored,Censored
LAP002,LA,0,1,295,364,0,Censored,Censored
LAP002,LA,0,1,0,364,0,Censored,Censored
LAP002,LA,0,1,0,365,0,Censored,Censored
LAP002,LA,0,1,0,223,1,ISA,ISA
LAP003,LA,1,0,170,364,0,Censored,Censored
LAP003,LA,1,0,0,170,0,Censored,Censored
LAP003,LA,1,1,171,319,1,Other Human,TOXICOSIS
LAP004,LA,0,1,29,290,1,Other Human,TOXICOSIS
LAP005,LA,1,0,295,364,0,Censored,Censored
LAP005,LA,1,0,0,250,1,ISA,ISA
LAP006,LA,0,0,295,364,0,Censored,Censored
LAP006,LA,0,0,0,264,0,Censored,Censored
LAP006,LA,0,1,265,364,0,Censored,Censored
LAP006,LA,0,1,0,221,0,Censored,Censored
LAP007,LA,0,0,295,364,0,Censored,Censored
LAP007,LA,0,0,0,177,1,ISA,ISA
LAP008,LA,1,0,295,364,0,Censored,Censored
LAP008,LA,1,0,0,267,1,ISA,ISA
LAP009,LA,1,1,134,211,1,Vehicle,HBC
LAP010,LA,1,0,43,181,1,Unknown,UNK
LAP011,LA,1,0,45,280,0,Censored,Censored
LAP012,LA,1,0,341,365,0,Censored,Censored
LAP012,LA,1,0,0,364,0,Censored,Censored
LAP012,LA,1,0,0,125,0,Censored,Censored
LAP012,LA,1,1,126,318,0,Censored,Censored
LAP013,LA,0,0,211,364,0,Censored,Censored
LAP013,LA,0,0,0,180,0,Censored,Censored
LAP013,LA,0,1,181,278,0,Censored,Censored
LAP013,LA,0,1,351,364,0,Censored,Censored
LAP013,LA,0,1,0,365,0,Censored,Censored
LAP013,LA,0,1,0,364,0,Censored,Censored
LAP013,LA,0,1,0,89,0,Censored,Censored
LAP014,LA,1,0,240,364,0,Censored,Censored
LAP014,LA,1,0,0,364,0,Censored,Censored
LAP014,LA,1,0,0,101,1,ISA,ISA
LAP015,LA,1,1,312,364,0,Censored,Censored
LAP015,LA,1,1,0,364,0,Censored,Censored
LAP015,LA,1,1,0,236,1,Poached,POACHED
LAP016,LA,1,0,130,283,0,Censored,Censored
LAP016,LA,1,1,0,364,0,Censored,Censored
LAP016,LA,1,1,0,365,0,Censored,Censored
LAP016,LA,1,1,0,364,0,Censored,Censored
LAP016,LA,1,1,0,27,0,Censored,Censored
LAP018,LA,1,0,207,241,1,Vehicle,HBC
LAP019,LA,0,0,185,364,0,Censored,Censored
LAP019,LA,0,0,0,155,0,Censored,Censored
LAP019,LA,0,1,156,365,0,Censored,Censored
LAP019,LA,0,1,0,364,0,Censored,Censored
LAP019,LA,0,1,0,364,0,Censored,Censored
LAP019,LA,0,1,0,364,0,Censored,Censored
LAP019,LA,0,1,0,365,0,Censored,Censored
LAP019,LA,0,1,0,364,0,Censored,Censored
LAP019,LA,0,1,0,364,0,Censored,Censored
LAP019,LA,0,1,0,364,0,Censored,Censored
LAP019,LA,0,1,0,196,0,Censored,Censored
LAP020,LA,1,0,301,316,1,ISA,ISA
LAP021,LA,1,1,154,364,0,Censored,Censored
LAP021,LA,1,1,0,365,0,Censored,Censored
LAP021,LA,1,1,0,239,0,Censored,Censored
LAP022,LA,1,0,58,209,0,Censored,Censored
LAP022,LA,1,1,210,365,0,Censored,Censored
LAP022,LA,1,1,0,364,0,Censored,Censored
LAP022,LA,1,1,0,273,0,Censored,Censored
LAP022,LA,1,1,0,365,0,Censored,Censored
LAP022,LA,1,1,0,364,0,Censored,Censored
LAP022,LA,1,1,0,364,0,Censored,Censored
LAP022,LA,1,1,0,364,0,Censored,Censored
LAP022,LA,1,1,0,196,0,Censored,Censored
LAP023,LA,0,0,214,364,0,Censored,Censored
LAP023,LA,0,0,0,183,0,Censored,Censored
LAP023,LA,0,1,183,364,0,Censored,Censored
LAP023,LA,0,1,0,364,0,Censored,Censored
LAP023,LA,0,1,0,365,0,Censored,Censored
LAP023,LA,0,1,0,364,0,Censored,Censored
LAP023,LA,0,1,0,28,1,Vehicle,HBC
LAP024,LA,1,0,214,334,0,Censored,Censored
LAP025,LA,0,0,214,295,1,Unknown,UNK
LAP026,LA,1,0,276,365,0,Censored,Censored
LAP026,LA,1,0,0,71,0,Censored,Censored
LAP027,LA,1,1,106,364,0,Censored,Censored
LAP027,LA,1,1,0,364,0,Censored,Censored
LAP027,LA,1,1,0,364,0,Censored,Censored
LAP027,LA,1,1,0,365,0,Censored,Censored
LAP027,LA,1,1,0,261,1,Unknown,UNK
LAP028,LA,0,0,173,273,0,Censored,Censored
LAP030,LA,1,0,173,313,0,Censored,Censored
LAP030,LA,1,0,52,295,0,Censored,Censored
LAP030,LA,1,1,296,365,0,Censored,Censored
LAP030,LA,1,1,0,364,0,Censored,Censored
LAP030,LA,1,1,0,364,0,Censored,Censored
LAP030,LA,1,1,0,252,1,Other Human,ANTICOAG
LAP032,LA,1,0,354,364,0,Censored,Censored
LAP032,LA,1,0,0,92,0,Censored,Censored
LAP032,LA,1,0,93,221,1,Vehicle,HBC
LAP033,LA,0,0,48,66,0,Censored,Censored
LAP033,LA,0,0,67,330,0,Censored,Censored
LAP033,LA,0,1,331,364,0,Censored,Censored
LAP033,LA,0,1,0,365,0,Censored,Censored
LAP033,LA,0,1,0,364,0,Censored,Censored
LAP033,LA,0,1,0,213,1,Unknown,UNK
LAP034,LA,0,0,354,364,0,Censored,Censored
LAP034,LA,0,0,0,272,1,Other Human,ANTICOAG
LAP035,LA,0,1,104,364,0,Censored,Censored
LAP035,LA,0,1,0,364,0,Censored,Censored
LAP035,LA,0,1,0,365,0,Censored,Censored
LAP035,LA,0,1,0,120,0,Censored,Censored
LAP038,LA,1,1,80,364,0,Censored,Censored
LAP038,LA,1,1,0,365,0,Censored,Censored
LAP038,LA,1,1,0,364,0,Censored,Censored
LAP038,LA,1,1,0,364,0,Censored,Censored
LAP038,LA,1,1,0,181,1,Poached,POACHED
LAP039,LA,0,1,98,364,0,Censored,Censored
LAP039,LA,0,1,0,337,1,Vehicle,HBC
LAP041,LA,1,1,126,364,0,Censored,Censored
LAP041,LA,1,1,0,365,0,Censored,Censored
LAP041,LA,1,1,0,195,0,Censored,Censored
LAP042,LA,0,0,194,364,0,Censored,Censored
LAP042,LA,0,0,0,134,0,Censored,Censored
LAP042,LA,0,1,135,365,0,Censored,Censored
LAP042,LA,0,1,0,364,0,Censored,Censored
LAP042,LA,0,1,0,364,0,Censored,Censored
LAP042,LA,0,1,0,290,0,Censored,Censored
LAP045,LA,1,1,325,364,0,Censored,Censored
LAP045,LA,1,1,0,365,0,Censored,Censored
LAP045,LA,1,1,0,364,0,Censored,Censored
LAP045,LA,1,1,0,51,0,Censored,Censored
LAP047,LA,1,0,84,364,0,Censored,Censored
LAP047,LA,1,0,0,364,0,Censored,Censored
LAP047,LA,1,1,0,76,1,Other Human,ANTICOAG
LAP053,LA,0,0,202,365,0,Censored,Censored
LAP053,LA,0,0,0,247,0,Censored,Censored
LAP053,LA,0,1,248,364,0,Censored,Censored
LAP053,LA,0,1,0,364,0,Censored,Censored
LAP053,LA,0,1,0,226,1,Unknown,UNK
LAP054,LA,0,0,28,364,0,Censored,Censored
LAP054,LA,0,0,0,25,0,Censored,Censored
LAP054,LA,0,1,26,364,0,Censored,Censored
LAP054,LA,0,1,0,196,0,Censored,Censored
LAP055,LA,1,0,93,364,0,Censored,Censored
LAP055,LA,1,0,0,158,1,Unknown,UNK
LAP056,LA,1,0,93,364,0,Censored,Censored
LAP056,LA,1,0,0,279,0,Censored,Censored
LAP056,LA,1,1,280,364,0,Censored,Censored
LAP056,LA,1,1,0,364,0,Censored,Censored
LAP056,LA,1,1,0,26,1,Management,DEPRED
LAP061,LA,1,0,291,364,0,Censored,Censored
LAP061,LA,1,0,0,364,0,Censored,Censored
LAP061,LA,1,0,0,129,0,Censored,Censored
LAP061,LA,1,1,130,198,0,Censored,Censored
LAP061,LA,1,1,199,249,1,Vehicle,HBC
LAP062,LA,0,1,17,227,0,Censored,Censored
LAP062,LA,0,1,192,364,0,Censored,Censored
LAP062,LA,0,1,0,196,0,Censored,Censored
LAP063,LA,1,0,17,364,0,Censored,Censored
LAP063,LA,1,0,0,364,0,Censored,Censored
LAP063,LA,1,0,0,108,0,Censored,Censored
LAP063,LA,1,1,109,196,0,Censored,Censored
LAP064,LA,1,1,58,334,1,Other Human,STARVATIONFOLLOWINGBURNEDPAWS
LAP065,LA,0,0,71,285,0,Censored,Censored
LAP065,LA,0,1,286,364,0,Censored,Censored
LAP065,LA,0,1,0,364,0,Censored,Censored
LAP065,LA,0,1,0,196,0,Censored,Censored
LAP075,LA,0,0,174,364,0,Censored,Censored
LAP075,LA,0,0,0,196,0,Censored,Censored
LAP076,LA,1,1,311,364,0,Censored,Censored
LAP076,LA,1,1,0,29,1,Other Human,ANTICOAG
LAP077,LA,0,1,316,364,0,Censored,Censored
LAP077,LA,0,1,0,196,0,Censored,Censored
LAP078,LA,1,0,344,364,0,Censored,Censored
LAP078,LA,1,0,0,196,0,Censored,Censored
LAP079,LA,1,0,345,364,0,Censored,Censored
LAP079,LA,1,0,0,88,0,Censored,Censored
LAP080,LA,0,1,10,196,0,Censored,Censored
LAP081,LA,1,0,63,196,0,Censored,Censored
LAP067,LA,0,0,192,364,0,Censored,Censored
LAP067,LA,0,0,0,163,0,Censored,Censored
LAP067,LA,0,1,164,188,1,Unknown,UNK
